nohup: ignoring input

Loading pipeline components...:   0%|          | 0/7 [00:00<?, ?it/s]
Loading pipeline components...:  14%|█▍        | 1/7 [00:00<00:01,  4.01it/s]
Vanilla:   7%|▋         | 70/1000 [02:58<39:55,  2.58s/it]
Vanilla:   7%|▋         | 71/1000 [03:01<39:53,  2.58s/it]
Vanilla:   7%|▋         | 72/1000 [03:03<39:53,  2.58s/it]
Vanilla:   7%|▋         | 73/1000 [03:06<39:47,  2.58s/it]
Vanilla:   7%|▋         | 74/1000 [03:08<39:48,  2.58s/it]
Vanilla:   8%|▊         | 75/1000 [03:11<39:49,  2.58s/it]
Vanilla:   8%|▊         | 76/1000 [03:13<40:05,  2.60s/it]
Vanilla:   8%|▊         | 77/1000 [03:16<40:11,  2.61s/it]
Vanilla:   8%|▊         | 78/1000 [03:19<40:06,  2.61s/it]
Vanilla:   8%|▊         | 79/1000 [03:21<39:55,  2.60s/it]
Vanilla:   8%|▊         | 80/1000 [03:24<39:47,  2.60s/it]
Vanilla:   8%|▊         | 81/1000 [03:26<39:40,  2.59s/it]
Vanilla:   8%|▊         | 82/1000 [03:29<39:34,  2.59s/it]
Vanilla:   8%|▊         | 83/1000 [03:32<39:31,  2.59s/it]
Vanilla:   8%|▊         | 84/1000 [03:34<39:24,  2.58s/it]
Vanilla:   8%|▊         | 85/1000 [03:37<39:20,  2.58s/it]
Vanilla:   9%|▊         | 86/1000 [03:39<39:18,  2.58s/it]
Vanilla:   9%|▊         | 87/1000 [03:42<39:11,  2.58s/it]
Vanilla:   9%|▉         | 88/1000 [03:45<39:13,  2.58s/it]
Vanilla:   9%|▉         | 89/1000 [03:47<39:12,  2.58s/it]
Vanilla:   9%|▉         | 90/1000 [03:50<39:10,  2.58s/it]
Vanilla:   9%|▉         | 91/1000 [03:52<39:05,  2.58s/it]
Vanilla:   9%|▉         | 92/1000 [03:55<39:04,  2.58s/it]
Vanilla:   9%|▉         | 93/1000 [03:57<38:56,  2.58s/it]
Vanilla:   9%|▉         | 94/1000 [04:00<38:55,  2.58s/it]
Vanilla:  10%|▉         | 95/1000 [04:03<38:50,  2.58s/it]
Vanilla:  10%|▉         | 96/1000 [04:05<38:52,  2.58s/it]
Vanilla:  10%|▉         | 97/1000 [04:08<38:48,  2.58s/it]
Vanilla:  10%|▉         | 98/1000 [04:10<38:45,  2.58s/it]
Vanilla:  10%|▉         | 99/1000 [04:13<38:41,  2.58s/it]
Vanilla:  10%|█         | 100/1000 [04:15<38:38,  2.58s/it]
Vanilla:  10%|█         | 101/1000 [04:18<38:38,  2.58s/it]
Vanilla:  10%|█         | 102/1000 [04:21<38:35,  2.58s/it]
Vanilla:  10%|█         | 103/1000 [04:23<38:28,  2.57s/it]
Vanilla:  10%|█         | 104/1000 [04:26<38:26,  2.57s/it]
Vanilla:  10%|█         | 105/1000 [04:28<38:25,  2.58s/it]
Vanilla:  11%|█         | 106/1000 [04:31<38:24,  2.58s/it]
Vanilla:  11%|█         | 107/1000 [04:33<38:19,  2.57s/it]
Vanilla:  11%|█         | 108/1000 [04:36<38:17,  2.58s/it]
Vanilla:  11%|█         | 109/1000 [04:39<38:08,  2.57s/it]
Vanilla:  11%|█         | 110/1000 [04:41<38:06,  2.57s/it]
Vanilla:  11%|█         | 111/1000 [04:44<38:09,  2.58s/it]
Vanilla:  11%|█         | 112/1000 [04:46<38:05,  2.57s/it]
Vanilla:  11%|█▏        | 113/1000 [04:49<37:59,  2.57s/it]
Vanilla:  11%|█▏        | 114/1000 [04:51<37:57,  2.57s/it]
Vanilla:  12%|█▏        | 115/1000 [04:54<37:54,  2.57s/it]
Vanilla:  12%|█▏        | 116/1000 [04:57<37:51,  2.57s/it]
Vanilla:  12%|█▏        | 117/1000 [04:59<37:48,  2.57s/it]
Vanilla:  12%|█▏        | 118/1000 [05:02<37:46,  2.57s/it]
Vanilla:  12%|█▏        | 119/1000 [05:04<37:47,  2.57s/it]
Vanilla:  12%|█▏        | 120/1000 [05:07<37:46,  2.58s/it]
Vanilla:  12%|█▏        | 121/1000 [05:10<37:44,  2.58s/it]
Vanilla:  12%|█▏        | 122/1000 [05:12<37:43,  2.58s/it]
Vanilla:  12%|█▏        | 123/1000 [05:15<37:39,  2.58s/it]
Vanilla:  12%|█▏        | 124/1000 [05:17<37:36,  2.58s/it]
Vanilla:  12%|█▎        | 125/1000 [05:20<37:31,  2.57s/it]
Vanilla:  13%|█▎        | 126/1000 [05:22<37:31,  2.58s/it]
Vanilla:  13%|█▎        | 127/1000 [05:25<37:25,  2.57s/it]
Vanilla:  13%|█▎        | 128/1000 [05:28<37:24,  2.57s/it]
Vanilla:  13%|█▎        | 129/1000 [05:30<37:18,  2.57s/it]
Vanilla:  13%|█▎        | 130/1000 [05:33<37:19,  2.57s/it]
Vanilla:  13%|█▎        | 131/1000 [05:35<37:15,  2.57s/it]
Vanilla:  13%|█▎        | 132/1000 [05:38<37:12,  2.57s/it]
Vanilla:  13%|█▎        | 133/1000 [05:40<37:11,  2.57s/it]
Vanilla:  13%|█▎        | 134/1000 [05:43<37:05,  2.57s/it]
Vanilla:  14%|█▎        | 135/1000 [05:46<37:05,  2.57s/it]
Vanilla:  14%|█▎        | 136/1000 [05:48<36:58,  2.57s/it]
Vanilla:  14%|█▎        | 137/1000 [05:51<36:59,  2.57s/it]
Vanilla:  14%|█▍        | 138/1000 [05:53<36:54,  2.57s/it]
Vanilla:  14%|█▍        | 139/1000 [05:56<36:48,  2.56s/it]
Vanilla:  14%|█▍        | 140/1000 [05:58<36:50,  2.57s/it]
Vanilla:  14%|█▍        | 141/1000 [06:01<36:50,  2.57s/it]
Vanilla:  14%|█▍        | 142/1000 [06:04<36:45,  2.57s/it]
Vanilla:  14%|█▍        | 143/1000 [06:06<36:43,  2.57s/it]
Vanilla:  14%|█▍        | 144/1000 [06:09<36:40,  2.57s/it]
Vanilla:  14%|█▍        | 145/1000 [06:11<36:39,  2.57s/it]
Vanilla:  15%|█▍        | 146/1000 [06:14<36:39,  2.58s/it]
Vanilla:  15%|█▍        | 147/1000 [06:16<36:38,  2.58s/it]
Vanilla:  15%|█▍        | 148/1000 [06:19<36:33,  2.57s/it]
Vanilla:  15%|█▍        | 149/1000 [06:22<36:33,  2.58s/it]
Vanilla:  15%|█▌        | 150/1000 [06:24<36:28,  2.58s/it]
Vanilla:  15%|█▌        | 151/1000 [06:27<36:28,  2.58s/it]
Vanilla:  15%|█▌        | 152/1000 [06:29<36:27,  2.58s/it]
Vanilla:  15%|█▌        | 153/1000 [06:32<36:22,  2.58s/it]
Vanilla:  15%|█▌        | 154/1000 [06:34<36:18,  2.58s/it]
Vanilla:  16%|█▌        | 155/1000 [06:37<36:29,  2.59s/it]
Vanilla:  16%|█▌        | 156/1000 [06:40<36:30,  2.59s/it]
Vanilla:  16%|█▌        | 157/1000 [06:42<36:25,  2.59s/it]
Vanilla:  16%|█▌        | 158/1000 [06:45<36:17,  2.59s/it]
Vanilla:  16%|█▌        | 159/1000 [06:47<36:09,  2.58s/it]
Vanilla:  16%|█▌        | 160/1000 [06:50<36:08,  2.58s/it]
Vanilla:  16%|█▌        | 161/1000 [06:53<36:01,  2.58s/it]
Vanilla:  16%|█▌        | 162/1000 [06:55<35:55,  2.57s/it]
Vanilla:  16%|█▋        | 163/1000 [06:58<35:55,  2.57s/it]
Vanilla:  16%|█▋        | 164/1000 [07:00<35:52,  2.57s/it]
Vanilla:  16%|█▋        | 165/1000 [07:03<35:49,  2.57s/it]
Vanilla:  17%|█▋        | 166/1000 [07:05<35:45,  2.57s/it]
Vanilla:  17%|█▋        | 167/1000 [07:08<35:45,  2.58s/it]
Vanilla:  17%|█▋        | 168/1000 [07:11<35:39,  2.57s/it]
Vanilla:  17%|█▋        | 169/1000 [07:13<35:37,  2.57s/it]
Vanilla:  17%|█▋        | 170/1000 [07:16<35:40,  2.58s/it]
Vanilla:  17%|█▋        | 171/1000 [07:18<35:38,  2.58s/it]
Vanilla:  17%|█▋        | 172/1000 [07:21<35:32,  2.58s/it]
Vanilla:  17%|█▋        | 173/1000 [07:23<35:30,  2.58s/it]
Vanilla:  17%|█▋        | 174/1000 [07:26<35:29,  2.58s/it]
Vanilla:  18%|█▊        | 175/1000 [07:29<35:26,  2.58s/it]
Vanilla:  18%|█▊        | 176/1000 [07:31<35:22,  2.58s/it]
Vanilla:  18%|█▊        | 177/1000 [07:34<35:17,  2.57s/it]
Vanilla:  18%|█▊        | 178/1000 [07:36<35:13,  2.57s/it]
Vanilla:  18%|█▊        | 179/1000 [07:39<35:09,  2.57s/it]
Vanilla:  18%|█▊        | 180/1000 [07:41<35:13,  2.58s/it]
Vanilla:  18%|█▊        | 181/1000 [07:44<35:10,  2.58s/it]
Vanilla:  18%|█▊        | 182/1000 [07:47<35:07,  2.58s/it]
Vanilla:  18%|█▊        | 183/1000 [07:49<35:07,  2.58s/it]
Vanilla:  18%|█▊        | 184/1000 [07:52<35:01,  2.58s/it]
Vanilla:  18%|█▊        | 185/1000 [07:54<34:59,  2.58s/it]
Vanilla:  19%|█▊        | 186/1000 [07:57<34:53,  2.57s/it]
Vanilla:  19%|█▊        | 187/1000 [07:59<34:50,  2.57s/it]
Vanilla:  19%|█▉        | 188/1000 [08:02<34:51,  2.58s/it]
Vanilla:  19%|█▉        | 189/1000 [08:05<34:50,  2.58s/it]
Vanilla:  19%|█▉        | 190/1000 [08:07<34:43,  2.57s/it]
Vanilla:  19%|█▉        | 191/1000 [08:10<34:43,  2.58s/it]
Vanilla:  19%|█▉        | 192/1000 [08:12<34:40,  2.58s/it]
Vanilla:  19%|█▉        | 193/1000 [08:15<34:36,  2.57s/it]
Vanilla:  19%|█▉        | 194/1000 [08:17<34:30,  2.57s/it]
Vanilla:  20%|█▉        | 195/1000 [08:20<34:26,  2.57s/it]
Vanilla:  20%|█▉        | 196/1000 [08:23<34:27,  2.57s/it]
Vanilla:  20%|█▉        | 197/1000 [08:25<34:25,  2.57s/it]
Vanilla:  20%|█▉        | 198/1000 [08:28<34:19,  2.57s/it]
Vanilla:  20%|█▉        | 199/1000 [08:30<34:20,  2.57s/it]
Vanilla:  20%|██        | 200/1000 [08:33<34:24,  2.58s/it]
Vanilla:  20%|██        | 201/1000 [08:36<34:21,  2.58s/it]
Vanilla:  20%|██        | 202/1000 [08:38<34:15,  2.58s/it]
Vanilla:  20%|██        | 203/1000 [08:41<34:12,  2.58s/it]
Vanilla:  20%|██        | 204/1000 [08:43<34:09,  2.57s/it]
Vanilla:  20%|██        | 205/1000 [08:46<34:04,  2.57s/it]
Vanilla:  21%|██        | 206/1000 [08:48<34:01,  2.57s/it]
Vanilla:  21%|██        | 207/1000 [08:51<33:57,  2.57s/it]
Vanilla:  21%|██        | 208/1000 [08:53<33:54,  2.57s/it]
Vanilla:  21%|██        | 209/1000 [08:56<33:53,  2.57s/it]
Vanilla:  21%|██        | 210/1000 [08:59<33:54,  2.58s/it]
Vanilla:  21%|██        | 211/1000 [09:01<33:49,  2.57s/it]
Vanilla:  21%|██        | 212/1000 [09:04<33:47,  2.57s/it]
Vanilla:  21%|██▏       | 213/1000 [09:06<33:42,  2.57s/it]
Vanilla:  21%|██▏       | 214/1000 [09:09<33:39,  2.57s/it]
Vanilla:  22%|██▏       | 215/1000 [09:12<33:39,  2.57s/it]
Vanilla:  22%|██▏       | 216/1000 [09:14<33:36,  2.57s/it]
Vanilla:  22%|██▏       | 217/1000 [09:17<33:32,  2.57s/it]
Vanilla:  22%|██▏       | 218/1000 [09:19<33:26,  2.57s/it]
Vanilla:  22%|██▏       | 219/1000 [09:22<33:22,  2.56s/it]
Vanilla:  22%|██▏       | 220/1000 [09:24<33:20,  2.57s/it]
Vanilla:  22%|██▏       | 221/1000 [09:27<33:21,  2.57s/it]
Vanilla:  22%|██▏       | 222/1000 [09:29<33:20,  2.57s/it]
Vanilla:  22%|██▏       | 223/1000 [09:32<33:15,  2.57s/it]
Vanilla:  22%|██▏       | 224/1000 [09:35<33:11,  2.57s/it]
Vanilla:  22%|██▎       | 225/1000 [09:37<33:09,  2.57s/it]
Vanilla:  23%|██▎       | 226/1000 [09:40<33:08,  2.57s/it]
Vanilla:  23%|██▎       | 227/1000 [09:42<33:05,  2.57s/it]
Vanilla:  23%|██▎       | 228/1000 [09:45<33:03,  2.57s/it]
Vanilla:  23%|██▎       | 229/1000 [09:47<33:00,  2.57s/it]
Vanilla:  23%|██▎       | 230/1000 [09:50<32:55,  2.57s/it]
Vanilla:  23%|██▎       | 231/1000 [09:53<32:59,  2.57s/it]
Vanilla:  23%|██▎       | 232/1000 [09:55<32:55,  2.57s/it]
Vanilla:  23%|██▎       | 233/1000 [09:58<32:51,  2.57s/it]
Vanilla:  23%|██▎       | 234/1000 [10:00<32:49,  2.57s/it]
Vanilla:  24%|██▎       | 235/1000 [10:03<32:43,  2.57s/it]
Vanilla:  24%|██▎       | 236/1000 [10:05<32:42,  2.57s/it]
Vanilla:  24%|██▎       | 237/1000 [10:08<32:40,  2.57s/it]
Vanilla:  24%|██▍       | 238/1000 [10:11<32:34,  2.57s/it]
Vanilla:  24%|██▍       | 239/1000 [10:13<32:36,  2.57s/it]
Vanilla:  24%|██▍       | 240/1000 [10:16<32:35,  2.57s/it]
Vanilla:  24%|██▍       | 241/1000 [10:18<32:34,  2.57s/it]
Vanilla:  24%|██▍       | 242/1000 [10:21<32:29,  2.57s/it]
Vanilla:  24%|██▍       | 243/1000 [10:23<32:27,  2.57s/it]
Vanilla:  24%|██▍       | 244/1000 [10:26<32:27,  2.58s/it]
Vanilla:  24%|██▍       | 245/1000 [10:29<32:20,  2.57s/it]
Vanilla:  25%|██▍       | 246/1000 [10:31<32:18,  2.57s/it]
Vanilla:  25%|██▍       | 247/1000 [10:34<32:14,  2.57s/it]
Vanilla:  25%|██▍       | 248/1000 [10:36<32:09,  2.57s/it]
Vanilla:  25%|██▍       | 249/1000 [10:39<32:07,  2.57s/it]
Vanilla:  25%|██▌       | 250/1000 [10:41<32:04,  2.57s/it]
Vanilla:  25%|██▌       | 251/1000 [10:44<32:00,  2.56s/it]
Vanilla:  25%|██▌       | 252/1000 [10:47<31:59,  2.57s/it]
Vanilla:  25%|██▌       | 253/1000 [10:49<31:56,  2.57s/it]
Vanilla:  25%|██▌       | 254/1000 [10:52<31:53,  2.57s/it]
Vanilla:  26%|██▌       | 255/1000 [10:54<31:48,  2.56s/it]
Vanilla:  26%|██▌       | 256/1000 [10:57<31:44,  2.56s/it]
Vanilla:  26%|██▌       | 257/1000 [10:59<31:44,  2.56s/it]
Vanilla:  26%|██▌       | 258/1000 [11:02<31:42,  2.56s/it]
Vanilla:  26%|██▌       | 259/1000 [11:04<31:39,  2.56s/it]
Vanilla:  26%|██▌       | 260/1000 [11:07<31:37,  2.56s/it]
Vanilla:  26%|██▌       | 261/1000 [11:10<31:35,  2.56s/it]
Vanilla:  26%|██▌       | 262/1000 [11:12<31:36,  2.57s/it]
Vanilla:  26%|██▋       | 263/1000 [11:15<31:31,  2.57s/it]
Vanilla:  26%|██▋       | 264/1000 [11:17<31:30,  2.57s/it]
Vanilla:  26%|██▋       | 265/1000 [11:20<31:27,  2.57s/it]
Vanilla:  27%|██▋       | 266/1000 [11:22<31:23,  2.57s/it]
Vanilla:  27%|██▋       | 267/1000 [11:25<31:18,  2.56s/it]
Vanilla:  27%|██▋       | 268/1000 [11:28<31:15,  2.56s/it]
Vanilla:  27%|██▋       | 269/1000 [11:30<31:10,  2.56s/it]
Vanilla:  27%|██▋       | 270/1000 [11:33<31:08,  2.56s/it]
Vanilla:  27%|██▋       | 271/1000 [11:35<31:06,  2.56s/it]
Vanilla:  27%|██▋       | 272/1000 [11:38<31:09,  2.57s/it]
Vanilla:  27%|██▋       | 273/1000 [11:40<31:05,  2.57s/it]
Vanilla:  27%|██▋       | 274/1000 [11:43<31:02,  2.57s/it]
Vanilla:  28%|██▊       | 275/1000 [11:46<30:58,  2.56s/it]
Vanilla:  28%|██▊       | 276/1000 [11:48<30:55,  2.56s/it]
Vanilla:  28%|██▊       | 277/1000 [11:51<30:56,  2.57s/it]
Vanilla:  28%|██▊       | 278/1000 [11:53<30:50,  2.56s/it]
Vanilla:  28%|██▊       | 279/1000 [11:56<30:50,  2.57s/it]
Vanilla:  28%|██▊       | 280/1000 [11:58<30:45,  2.56s/it]
Vanilla:  28%|██▊       | 281/1000 [12:01<30:44,  2.56s/it]
Vanilla:  28%|██▊       | 282/1000 [12:03<30:41,  2.56s/it]
Vanilla:  28%|██▊       | 283/1000 [12:06<30:40,  2.57s/it]
Vanilla:  28%|██▊       | 284/1000 [12:09<30:38,  2.57s/it]
Vanilla:  28%|██▊       | 285/1000 [12:11<30:33,  2.56s/it]
Vanilla:  29%|██▊       | 286/1000 [12:14<30:33,  2.57s/it]
Vanilla:  29%|██▊       | 287/1000 [12:16<30:30,  2.57s/it]
Vanilla:  29%|██▉       | 288/1000 [12:19<30:28,  2.57s/it]
Vanilla:  29%|██▉       | 289/1000 [12:21<30:27,  2.57s/it]
Vanilla:  29%|██▉       | 290/1000 [12:24<30:20,  2.56s/it]
Vanilla:  29%|██▉       | 291/1000 [12:27<30:22,  2.57s/it]
Vanilla:  29%|██▉       | 292/1000 [12:29<30:22,  2.57s/it]
Vanilla:  29%|██▉       | 293/1000 [12:32<30:18,  2.57s/it]
Vanilla:  29%|██▉       | 294/1000 [12:34<30:17,  2.57s/it]
Vanilla:  30%|██▉       | 295/1000 [12:37<30:15,  2.58s/it]
Vanilla:  30%|██▉       | 296/1000 [12:39<30:11,  2.57s/it]
Vanilla:  30%|██▉       | 297/1000 [12:42<30:03,  2.57s/it]
Vanilla:  30%|██▉       | 298/1000 [12:45<30:01,  2.57s/it]
Vanilla:  30%|██▉       | 299/1000 [12:47<29:58,  2.57s/it]
Vanilla:  30%|███       | 300/1000 [12:50<29:58,  2.57s/it]
Vanilla:  30%|███       | 301/1000 [12:52<29:55,  2.57s/it]
Vanilla:  30%|███       | 302/1000 [12:55<29:51,  2.57s/it]
Vanilla:  30%|███       | 303/1000 [12:57<29:50,  2.57s/it]
Vanilla:  30%|███       | 304/1000 [13:00<29:52,  2.58s/it]
Vanilla:  30%|███       | 305/1000 [13:03<29:50,  2.58s/it]
Vanilla:  31%|███       | 306/1000 [13:05<29:45,  2.57s/it]
Vanilla:  31%|███       | 307/1000 [13:08<29:44,  2.57s/it]
Vanilla:  31%|███       | 308/1000 [13:10<29:40,  2.57s/it]
Vanilla:  31%|███       | 309/1000 [13:13<29:38,  2.57s/it]
Vanilla:  31%|███       | 310/1000 [13:15<29:32,  2.57s/it]
Vanilla:  31%|███       | 311/1000 [13:18<29:29,  2.57s/it]
Vanilla:  31%|███       | 312/1000 [13:21<29:32,  2.58s/it]
Vanilla:  31%|███▏      | 313/1000 [13:23<29:30,  2.58s/it]
Vanilla:  31%|███▏      | 314/1000 [13:26<29:26,  2.58s/it]
Vanilla:  32%|███▏      | 315/1000 [13:28<29:20,  2.57s/it]
Vanilla:  32%|███▏      | 316/1000 [13:31<29:19,  2.57s/it]
Vanilla:  32%|███▏      | 317/1000 [13:33<29:15,  2.57s/it]
Vanilla:  32%|███▏      | 318/1000 [13:36<29:10,  2.57s/it]
Vanilla:  32%|███▏      | 319/1000 [13:39<29:08,  2.57s/it]
Vanilla:  32%|███▏      | 320/1000 [13:41<29:06,  2.57s/it]
Vanilla:  32%|███▏      | 321/1000 [13:44<29:02,  2.57s/it]
Vanilla:  32%|███▏      | 322/1000 [13:46<29:02,  2.57s/it]
Vanilla:  32%|███▏      | 323/1000 [13:49<29:00,  2.57s/it]
Vanilla:  32%|███▏      | 324/1000 [13:51<28:56,  2.57s/it]
Vanilla:  32%|███▎      | 325/1000 [13:54<28:51,  2.57s/it]
Vanilla:  33%|███▎      | 326/1000 [13:57<28:46,  2.56s/it]
Vanilla:  33%|███▎      | 327/1000 [13:59<28:45,  2.56s/it]
Vanilla:  33%|███▎      | 328/1000 [14:02<28:42,  2.56s/it]
Vanilla:  33%|███▎      | 329/1000 [14:04<28:38,  2.56s/it]
Vanilla:  33%|███▎      | 330/1000 [14:07<28:38,  2.57s/it]
Vanilla:  33%|███▎      | 331/1000 [14:09<28:35,  2.56s/it]
Vanilla:  33%|███▎      | 332/1000 [14:12<28:36,  2.57s/it]
Vanilla:  33%|███▎      | 333/1000 [14:15<28:36,  2.57s/it]
Vanilla:  33%|███▎      | 334/1000 [14:17<28:32,  2.57s/it]
Vanilla:  34%|███▎      | 335/1000 [14:20<28:30,  2.57s/it]
Vanilla:  34%|███▎      | 336/1000 [14:22<28:30,  2.58s/it]
Vanilla:  34%|███▎      | 337/1000 [14:25<28:24,  2.57s/it]
Vanilla:  34%|███▍      | 338/1000 [14:27<28:22,  2.57s/it]
Vanilla:  34%|███▍      | 339/1000 [14:30<28:20,  2.57s/it]
Vanilla:  34%|███▍      | 340/1000 [14:33<28:22,  2.58s/it]
Vanilla:  34%|███▍      | 341/1000 [14:35<28:14,  2.57s/it]
Vanilla:  34%|███▍      | 342/1000 [14:38<28:08,  2.57s/it]
Vanilla:  34%|███▍      | 343/1000 [14:40<28:07,  2.57s/it]
Vanilla:  34%|███▍      | 344/1000 [14:43<28:08,  2.57s/it]
Vanilla:  34%|███▍      | 345/1000 [14:45<28:03,  2.57s/it]
Vanilla:  35%|███▍      | 346/1000 [14:48<28:00,  2.57s/it]
Vanilla:  35%|███▍      | 347/1000 [14:51<27:57,  2.57s/it]
Vanilla:  35%|███▍      | 348/1000 [14:53<27:57,  2.57s/it]
Vanilla:  35%|███▍      | 349/1000 [14:56<27:51,  2.57s/it]
Vanilla:  35%|███▌      | 350/1000 [14:58<27:52,  2.57s/it]
Vanilla:  35%|███▌      | 351/1000 [15:01<27:52,  2.58s/it]
Vanilla:  35%|███▌      | 352/1000 [15:03<27:47,  2.57s/it]
Vanilla:  35%|███▌      | 353/1000 [15:06<27:43,  2.57s/it]
Vanilla:  35%|███▌      | 354/1000 [15:09<27:42,  2.57s/it]
Vanilla:  36%|███▌      | 355/1000 [15:11<27:37,  2.57s/it]
Vanilla:  36%|███▌      | 356/1000 [15:14<27:36,  2.57s/it]
Vanilla:  36%|███▌      | 357/1000 [15:16<27:35,  2.57s/it]
